what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1613465148704
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1613465148704
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1613465148704
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1613465148705
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1613465148705
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1613465148705
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1613465148706
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1613465148707
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1613465148707
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1613465148707
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1613465148708
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1613465148709
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1613465148711
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1613465148711
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1613465148711
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1613465148711
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1613465148711
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1613465148713
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1613465148713
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1613465148713
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1613465148713
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1613465148714
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1613465148714
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1613465148715
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1613465148716
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1613465148716
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1613465148716
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1613465148717
os,sysinfo,,,"win32",1613465148719
arch,sysinfo,,,"x86_64",1613465148719
ws,sysinfo,,,"win32",1613465148719
locale,sysinfo,,,"de_DE",1613465148719
processors,sysinfo,,,"4",1613465148719
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1613465148719
java.runtime.version,sysinfo,,,"1.7.0_80-b15",1613465148719
java.specification.name,sysinfo,,,"Java Platform API Specification",1613465148719
java.specification.vendor,sysinfo,,,"Oracle Corporation",1613465148719
java.specification.version,sysinfo,,,"1.7",1613465148719
java.vendor,sysinfo,,,"Oracle Corporation",1613465148719
java.version,sysinfo,,,"1.7.0_80",1613465148719
java.vm.info,sysinfo,,,"mixed mode",1613465148719
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1613465148719
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1613465148719
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1613465148719
java.vm.specification.version,sysinfo,,,"1.7",1613465148719
java.vm.vendor,sysinfo,,,"Oracle Corporation",1613465148719
java.vm.version,sysinfo,,,"24.80-b11",1613465148719
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465156203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465174669
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1613465174834
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1613465174836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465213812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465220776
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1613465220791
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465221921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465246767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1613465246778
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1613465248185
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1613465249667
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465254505
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465265052
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1613465265254
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1613465265353
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1613465273411
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1613465284895
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1613465284902
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1613465284907
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1613465284911
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1613465284914
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1613465284924
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1613465284928
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20110728_r371,"org.eclipse.pde.api.tools",1613465284955
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1613465284957
started,bundle,org.eclipse.jpt.jaxb.core,1.0.1.v201108080010,"org.eclipse.jpt.jaxb.core",1613465285106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1613465285179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465290039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465292340
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1613465302848
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1613465302889
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1613465304504
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1613465311664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465316247
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465328934
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1613465334772
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1613465342528
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1613465342592
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1613465342600
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1613465342619
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1613465342656
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1613465342901
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1613465342908
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1613465342918
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1613465342922
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1613465342936
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1613465342939
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1613465343742
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1613465349349
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1613465353431
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1613465356285
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1613465358796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1613465374773
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1613465379673
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1613465385138
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1613465386707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1613465388772
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1613465390664
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1613465397225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1613465406305
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1613465407645
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1613465542564
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1613465543550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465549291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465553336
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1613465564340
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1613465569936
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1613465570023
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465570373
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465571715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465574393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465576028
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1613465580915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1613465588277
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1613465589610
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1613465590135
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1613465594288
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1613465605817
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1613465616661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465618823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465627219
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1613465627248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1613465672828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1613465674331
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465678542
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465680008
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465709611
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465711278
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1613465712528
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465736330
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1613465737611
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1613465737639
